tema|dificultad|enunciado|alternativa1|alternativa2|alternativa3|alternativa4|alternativa5|claveCorrecta|explicacion|origen
Geometría|FACIL|En un triángulo rectángulo ABC, recto en B, el cateto adyacente al ángulo A mide 8 cm y la hipotenusa mide 10 cm. Halle el valor de tan(A).|3/5|4/5|3/4|4/3|5/3|2|Por el teorema de Pitágoras, el cateto opuesto a A mide sqrt(10^2 - 8^2) = 6 cm. La tangente de A es la razón entre cateto opuesto y cateto adyacente, es decir, 6/8 = 3/4.|IA_APROBADA
Geometría|FACIL|Un ángulo inscrito en una circunferencia subtiende un arco que mide 80°. ¿Cuál es la medida de dicho ángulo inscrito?|20°|40°|80°|120°|160°|1|La medida de un ángulo inscrito en una circunferencia es igual a la mitad de la medida del arco que subtiende, es decir, 80° / 2 = 40°.|IA_APROBADA
Geometría|FACIL|Halle la distancia entre los puntos P(2, 3) y Q(5, 7) en el plano cartesiano.|3|4|5|6|7|2|La fórmula de distancia entre dos puntos es d = sqrt((x2 - x1)^2 + (y2 - y1)^2). Sustituyendo los valores: d = sqrt((5 - 2)^2 + (7 - 3)^2) = sqrt(3^2 + 4^2) = sqrt(25) = 5.|IA_APROBADA
Geometría|FACIL|El radio de la base de un cilindro circular recto mide 3 cm y su altura mide 10 cm. Calcule el volumen del cilindro.|30\pi cm^3|60\pi cm^3|90\pi cm^3|120\pi cm^3|180\pi cm^3|2|El volumen de un cilindro recto se calcula como V = \pi * r^2 * h. Al reemplazar r = 3 y h = 10, obtenemos V = \pi * (3^2) * 10 = 90\pi cm^3.|IA_APROBADA
Geometría|MEDIA|En un triangulo ABC, se traza un segmento DE paralelo a BC con D en AB y E en AC. Si AD = 6 cm, DB = 3 cm y AC = 15 cm, determine la longitud del segmento EC.|3 cm|4 cm|5 cm|6 cm|10 cm|2|Por el Teorema de Tales, AD / DB = AE / EC. Si llamamos x a EC, entonces AE = 15 - x. Se tiene 6 / 3 = (15 - x) / x, lo cual simplifica a 2 = (15 - x) / x, resolviendo 2x = 15 - x, 3x = 15, x = 5 cm.|IA_APROBADA
Geometría|MEDIA|En una circunferencia de centro O, una cuerda AB tiene una longitud igual al radio r de la circunferencia. Calcule la medida del angulo inscrito ACB que subtiende al arco menor AB.|15°|30°|45°|60°|90°|1|Al ser AB = r, el triangulo AOB es equilatero, por lo que el angulo central AOB mide 60° y la medida del arco menor AB es 60°. El angulo inscrito ACB mide la mitad del arco que subtiende, es decir, 60° / 2 = 30°.|IA_APROBADA
Geometría|MEDIA|Un cilindro circular recto tiene un radio de base de 4 cm y una altura de 10 cm. Calcule el area lateral de dicho cilindro.|40 pi cm2|60 pi cm2|80 pi cm2|100 pi cm2|160 pi cm2|2|El area lateral de un cilindro circular recto se calcula mediante la formula A_L = 2 * pi * r * h. Reemplazando r = 4 cm y h = 10 cm, obtenemos A_L = 2 * pi * 4 * 10 = 80 pi cm2.|IA_APROBADA
Geometría|MEDIA|Dada la ecuacion general de la circunferencia x^2 + y^2 - 8x + 6y = 0, calcule las coordenadas de su centro y el valor de su radio.|Centro (4, -3), Radio = 5|Centro (-4, 3), Radio = 5|Centro (4, -3), Radio = 25|Centro (-4, 3), Radio = 25|Centro (8, -6), Radio = 5|0|Completando cuadrados: (x - 4)^2 - 16 + (y + 3)^2 - 9 = 0 -> (x - 4)^2 + (y + 3)^2 = 25. La ecuacion ordinaria tiene la forma (x - h)^2 + (y - k)^2 = R^2, por lo tanto el centro es (4, -3) y el radio R = sqrt(25) = 5.|IA_APROBADA
Geometría|MEDIA|Si theta es un angulo agudo tal que sen(theta) = 5/13, determine el valor de la expresion E = tan(theta) + sec(theta).|1|1.2|1.5|2|2.5|2|En un triangulo rectangulo con cateto opuesto 5 e hipotenusa 13, por Pitagoras el cateto adyacente es 12. Luego, tan(theta) = 5/12 y sec(theta) = 13/12. Sumando ambos valores: E = 5/12 + 13/12 = 18/12 = 1.5.|IA_APROBADA
Geometría|MEDIA|Tres rectas paralelas L1, L2 y L3 intersectan a dos rectas secantes. En la primera secante determinan segmentos de longitudes x y 6; en la segunda secante determinan segmentos de longitudes 4 y 8 respectivamente. Halle x.|2|3|4|5|6|1|Por el teorema de Tales, las proporciones de los segmentos determinados sobre las secantes son iguales: x / 6 = 4 / 8. Despejando x, se obtiene x = 6 * (1/2) = 3.|IA_APROBADA
Geometría|MEDIA|En un triángulo ABC, las longitudes de los lados son AB = 13 cm, BC = 14 cm y AC = 15 cm. Halle el área de la región triangular ABC.|72 cm^2|78 cm^2|84 cm^2|90 cm^2|96 cm^2|2|Utilizando la fórmula de Herón: el semiperímetro p = (13 + 14 + 15) / 2 = 21. El área es A = sqrt(21 * (21-13) * (21-14) * (21-15)) = sqrt(21 * 8 * 7 * 6) = sqrt(7056) = 84 cm^2.|IA_APROBADA
Geometría|MEDIA|En un triángulo rectángulo ABC, recto en B, la altura BH relativa a la hipotenusa divide a esta en dos segmentos AH = 4 cm y HC = 9 cm. Halle la longitud de la altura BH.|5 cm|6 cm|7 cm|8 cm|6.5 cm|1|Por relaciones métricas en el triángulo rectángulo, el cuadrado de la altura relativa a la hipotenusa es igual al producto de las proyecciones de los catetos: BH^2 = AH * HC = 4 * 9 = 36. Por lo tanto, BH = 6 cm.|IA_APROBADA
Geometría|MEDIA|La base de una pirámide regular es un cuadrado de lado 6 cm. Si la altura de la pirámide mide 10 cm, calcule su volumen.|60 cm^3|90 cm^3|120 cm^3|180 cm^3|360 cm^3|2|El área de la base cuadrada es A = 6^2 = 36 cm^2. El volumen de una pirámide es V = (1/3) * Áreabase * h = (1/3) * 36 * 10 = 120 cm^3.|IA_APROBADA
Geometría|MEDIA|Simplifique la expresión trigonométrica E = (sen(x) + cos(x))^2 - 2*sen(x)*cos(x).|0|1|2|sen(2x)|cos(2x)|1|Desarrollando el binomio al cuadrado: E = sen^2(x) + 2*sen(x)*cos(x) + cos^2(x) - 2*sen(x)*cos(x). Se cancelan los términos cruzados y queda E = sen^2(x) + cos^2(x) = 1 por la identidad pitagórica.|IA_APROBADA
Geometría|MEDIA|Determine el centro C y el radio R de la circunferencia cuya ecuación general es x^2 + y^2 - 6x + 8y = 0.|Centro (3, -4), R = 5|Centro (-3, 4), R = 5|Centro (3, -4), R = 25|Centro (-3, 4), R = 25|Centro (6, -8), R = 5|0|Completando cuadrados: (x - 3)^2 - 9 + (y + 4)^2 - 16 = 0, lo que da (x - 3)^2 + (y + 4)^2 = 25. El centro es (3, -4) y el radio es sqrt(25) = 5.|IA_APROBADA
Geometría|MEDIA|Halle las coordenadas del foco de la parábola cuya ecuación cartesiana es y^2 = 12x.|(0, 3)|(3, 0)|(0, 6)|(6, 0)|(-3, 0)|1|La ecuación canónica de una parábola horizontal con vértice en el origen es y^2 = 4px. Comparando, 4p = 12, luego p = 3. Como se abre hacia el eje X positivo, el foco está en (p, 0) = (3, 0).|IA_APROBADA
Geometría|DIFICIL|Resuelva la siguiente ecuacion trigonometrica para un angulo agudo x: 2 cos^2(x) + 3 sen(x) - 3 = 0. Halle la medida de x.|15°|30°|45°|60°|75°|1|Usando la identidad cos^2(x) = 1 - sen^2(x): 2(1 - sen^2(x)) + 3 sen(x) - 3 = 0 -> 2 - 2 sen^2(x) + 3 sen(x) - 3 = 0 -> 2 sen^2(x) - 3 sen(x) + 1 = 0. Factorizando: (2 sen(x) - 1)(sen(x) - 1) = 0. Dado que x debe ser un angulo agudo (0° < x < 90°), descartamos sen(x) = 1 (x = 90°) y tomamos sen(x) = 1/2, de lo cual x = 30°.|IA_APROBADA
Geometría|DIFICIL|En una circunferencia, dos cuerdas AB y CD se intersecan en el punto interior P. Si AP = x, PB = x + 3, CP = x - 1 y PD = x + 8, halle el valor de x.|1|2|3|4|5|1|Por el Teorema de las Cuerdas, AP * PB = CP * PD. Sustituyendo los datos: x(x + 3) = (x - 1)(x + 8) -> x^2 + 3x = x^2 + 7x - 8 -> 3x = 7x - 8 -> 4x = 8 -> x = 2.|IA_APROBADA
Geometría|DIFICIL|Un cono recto de revolucion tiene un radio de base de 6 cm y una altura de 8 cm. Se inscribe una esfera en dicho cono. Calcule el radio de la esfera inscrita.|2 cm|2.5 cm|3 cm|3.5 cm|4 cm|2|La generatriz del cono g = sqrt(6^2 + 8^2) = 10 cm. El radio r_e de la esfera inscrita en un cono recto viene dado por la relacion r_e = (R * h) / (R + g), donde R es el radio de la base, h la altura y g la generatriz. Reemplazando: r_e = (6 * 8) / (6 + 10) = 48 / 16 = 3 cm.|IA_APROBADA
Geometría|DIFICIL|Halle la ecuacion de la parabola cuyo vertice es el origen V(0,0), su eje focal coincide con el eje Y, y pasa por el punto P(6, 3).|x^2 = 6y|x^2 = 12y|y^2 = 12x|x^2 = 3y|y^2 = 6x|1|Como el eje focal es el eje Y y el vertice es (0,0), la ecuacion es de la forma x^2 = 4py. Al pasar por P(6, 3), se satisface 6^2 = 4p(3) -> 36 = 12p -> p = 3. Sustituyendo el valor de p, la ecuacion de la parabola es x^2 = 12y.|IA_APROBADA
Geometría|DIFICIL|En un triangulo ABC, se trazan las cevianas interiores AD, BE y CF concurrentes en un punto interior O. Si AF / FB = 3 / 2 y BD / DC = 4 / 3, determine la relacion CE / EA.|1/4|1/3|1/2|2/3|2|2|Por el Teorema de Ceva, (AF / FB) * (BD / DC) * (CE / EA) = 1. Sustituyendo los valores dados: (3 / 2) * (4 / 3) * (CE / EA) = 1 -> 2 * (CE / EA) = 1 -> CE / EA = 1/2.|IA_APROBADA
Geometría|DIFICIL|En un triángulo ABC, se traza la ceviana interior AD. Sobre AD se toma un punto P tal que AP/PD = 3/2. La recta BP corta al lado AC en el punto E. Si AE/EC = 1/2, halle la razón BD/DC.|1/3|1/2|2/3|3/4|1|1|Aplicando el teorema de Menelao en el triángulo ADC con la recta transversal B-P-E: (AE/EC) * (CB/BD) * (DP/PA) = 1. Sustituyendo valores: (1/2) * ((BD+DC)/BD) * (2/3) = 1, simplificando (1/3) * (1 + DC/BD) = 1, de donde 1 + DC/BD = 3, luego DC/BD = 2, por lo tanto BD/DC = 1/2.|IA_APROBADA
Geometría|DIFICIL|Un poliedro convexo tiene 12 vértices y 20 caras. Determine el número de aristas que posee dicho poliedro.|28|30|32|34|36|1|Aplicando el teorema de Euler para poliedros convexos: V - A + C = 2, donde V es el número de vértices, A el de aristas y C el de caras. Reemplazando 12 - A + 20 = 2, se despeja A = 30.|IA_APROBADA
Geometría|DIFICIL|En un sector circular de radio 12 cm y ángulo central de 60°, se inscribe una circunferencia tangente a los dos radios y al arco del sector. Calcule el radio de dicha circunferencia inscrita.|2 cm|3 cm|4 cm|5 cm|6 cm|2|Sea r el radio de la circunferencia inscrita. La distancia desde el centro del sector circular hasta el centro de la circunferencia es 12 - r. El ángulo que forma la bisectriz con cada radio es 30°. En el triángulo rectángulo formado por el centro del sector, el centro de la circunferencia y el punto de tangencia: sen(30°) = r / (12 - r) = 1/2. Resolviendo 12 - r = 2r, se obtiene 3r = 12, luego r = 4 cm.|IA_APROBADA
Geometría|DIFICIL|Calcule la longitud del lado recto de la elipse cuya ecuación cartesiana es 9x^2 + 16y^2 = 144.|3|9/4|9/2|6|9|2|Dividiendo por 144 se obtiene la ecuación ordinaria x^2/16 + y^2/9 = 1, de donde a^2 = 16 (a = 4) y b^2 = 9 (b = 3). La longitud del lado recto de una elipse es LR = 2b^2 / a = 2(9) / 4 = 18/4 = 9/2.|IA_APROBADA
Geometría|DIFICIL|Halle la suma de todas las soluciones de la ecuación trigonométrica sen(2x) = cos(x) en el intervalo [0, 2\pi].|2\pi|5\pi/2|3\pi|7\pi/2|4\pi|2|Usando la identidad de ángulo doble, 2*sen(x)*cos(x) - cos(x) = 0 => cos(x)*(2*sen(x) - 1) = 0. Caso 1: cos(x) = 0 da x = \pi/2 y x = 3\pi/2. Caso 2: sen(x) = 1/2 da x = \pi/6 y x = 5\pi/6. La suma de todas las soluciones en [0, 2\pi] es \pi/2 + 3\pi/2 + \pi/6 + 5\pi/6 = 2\pi + \pi = 3\pi.|IA_APROBADA
Geometría|DIFICIL|En un tetraedro regular de arista 'a', halle la distancia entre los puntos medios de dos aristas opuestas.|a/2|a\sqrt{2}/2|a\sqrt{3}/2|a\sqrt{2}|a\sqrt{3}/3|1|Las alturas de dos caras adyacentes que convergen en los puntos medios miden a\sqrt{3}/2. Formando un triángulo isósceles con base 'a' y lados a\sqrt{3}/2, la mediana a la base (que une los dos puntos medios opuestos) se calcula por Pitágoras: d = sqrt((a\sqrt{3}/2)^2 - (a/2)^2) = sqrt(3a^2/4 - a^2/4) = sqrt(2a^2/4) = a\sqrt{2}/2.|IA_APROBADA
Geometría|DIFICIL|En un triángulo ABC los lados miden a = 7 cm, b = 5 cm y c = 3 cm. Calcule la medida del ángulo interno de mayor dimensión (opuesto al lado a).|105°|120°|135°|150°|160°|1|Por la ley de cosenos en el ángulo A: a^2 = b^2 + c^2 - 2bc*cos(A). Sustituyendo: 7^2 = 5^2 + 3^2 - 2(5)(3)cos(A) => 49 = 25 + 9 - 30*cos(A) => 15 = -30*cos(A) => cos(A) = -1/2. Por lo tanto, A = 120°.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|¿Qué parentesco tiene conmigo el único hijo del suegro del esposo de mi hermana, si mi hermana no tiene otros hermanos varones más que yo?|Mi tío|Yo mismo|Mi hermano|Mi padre|Mi primo|1|El esposo de mi hermana tiene como suegro a mi padre. El único hijo varón de mi padre soy yo mismo.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|Se tienen tres dados normales ubicados sobre una mesa de madera. Si se observan todas las caras visibles de los tres dados, ¿cuál es la suma máxima de los puntos que no se pueden ver?|18|21|15|12|24|0|En cada dado normal, la cara inferior apoyada en la mesa es la única que no se ve. Para maximizar dicha suma, en la base de cada uno debe ubicarse la cara con 6 puntos, resultando 6 + 6 + 6 = 18.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|Cuatro amigos (Ana, Beto, Carla y Daniel) viven en un edificio de cuatro pisos, cada uno en un piso diferente. Se sabe que Carla vive más arriba que Ana, Beto vive en el primer piso y Daniel vive un piso más abajo que Carla. ¿En qué piso vive Ana?|Primer piso|Segundo piso|Tercer piso|Cuarto piso|No se puede determinar|1|Beto vive en el 1.er piso. Como Carla vive un piso más arriba que Daniel y ambos están por encima de Ana, Daniel ocupa el 3.er piso y Carla el 4.to piso, dejando el 2.do piso para Ana.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|Se ubican los números 1, 2, 3, 4 y 5 en una fila de 5 casilleros contiguos, uno en cada casillero. Si la suma de los tres primeros números es 10 y la suma de los tres últimos números es 8, ¿qué número está en la casilla central?|1|2|3|4|5|2|Sumando los tres primeros y los tres últimos casilleros obtenemos la suma total más el casillero central contado dos veces: 10 + 8 = 18. Como 1 + 2 + 3 + 4 + 5 = 15, el valor del casillero central es 18 - 15 = 3.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|Si el ayer del mañana del subsiguiente día de hace 2 días fue jueves, ¿qué día de la semana será el mañana del posterior día a hoy?|Viernes|Sábado|Domingo|Lunes|Jueves|1|Expresando en equivalentes numéricos respecto a hoy (0): (-1) + (+1) + (+2) + (-2) = 0, por lo que Hoy es Jueves. Nos piden el mañana (+1) del posterior día (+1) a hoy, que equivale a +2 días: Jueves + 2 días = Sábado.|IA_APROBADA
Habilidad Lógico-Matemática|FACIL|¿Qué relación de parentesco tiene conmigo el único hijo del padre de mi padre?|Mi primo|Mi tío|Mi hermano|Mi padre|Mi abuelo|3|El padre de mi padre es mi abuelo. El único hijo de mi abuelo (siendo yo su descendiente directo por esa única línea paterna) es mi padre.|IA_APROBADA
